algo_fullstrong,algo_pscost,feature_constraint_degree_max,feature_constraint_degree_mean,feature_constraint_degree_min,feature_constraint_degree_stdev,feature_continuous_variables,feature_feasible_round_downs,feature_feasible_round_ups,feature_integer_variables,feature_lattice_flatness,feature_lhs_coefficient_max,feature_lhs_coefficient_mean,feature_lhs_coefficient_min,feature_lhs_coefficient_stdev,feature_nonzeros,feature_objective_max,feature_objective_mean,feature_objective_min,feature_objective_stdev,feature_prob_feasible_rounding,feature_relaxation_integer_violations,feature_relaxation_total_fractionality,feature_rhs_max,feature_rhs_mean,feature_rhs_min,feature_rhs_stdev,feature_svd_condition,feature_svd_largest,feature_svd_smallest,feature_variable_degree_max,feature_variable_degree_mean,feature_variable_degree_min,feature_variable_degree_stdev,feature_vc_adjacency_eigenvalue_stdev,feature_vc_algebraic_connectivity,feature_vc_energy,feature_vc_girth,feature_vc_revised_szeged_index,feature_vc_szeged_index,source,instances
17,804,6.0,4.5,2.0,1.43372,0.0,0.0,3.0,10.0,0.0767738,2.59738,0.0627467,-3.01207,1.50894,45.0,1.63091,-1.05827,-12.3484,4.22249,0.0,7.0,0.168136,8.98111,0.201717,-33.1222,12.0722,109.978,8.70285,0.0791325,9.0,4.5,1.0,3.10018,1.56151,0.589842,1.4777,4.0,2810.0,2810.0,Evolved,inst_1055
31,1102,7.0,5.6,4.0,1.07497,0.0,2.0,2.0,10.0,0.178112,2.59738,0.681057,-0.942506,0.726174,56.0,-0.625386,-3.97434,-16.2152,4.71928,0.184,6.0,0.168135,17.1879,5.5221,-0.246793,4.973,52.4808,5.72303,0.10905,9.0,5.6,1.0,3.13404,1.81577,0.789816,1.57093,4.0,4016.0,4016.0,Evolved,inst_1056
17,804,6.0,4.5,2.0,1.43372,0.0,0.0,3.0,10.0,0.0767738,2.59738,0.0627467,-3.01207,1.50894,45.0,1.63091,-1.05827,-12.3484,4.22249,0.0,7.0,0.168136,8.98111,0.201717,-33.1222,12.0722,109.978,8.70285,0.0791325,9.0,4.5,1.0,3.10018,1.56151,0.589842,1.4777,4.0,2810.0,2810.0,Evolved,inst_1057
28,1050,7.0,5.2,3.0,1.22927,0.0,0.0,3.0,10.0,0.224645,2.73414,0.319152,-3.01207,1.56223,52.0,1.1093,-4.90406,-11.5029,4.49581,0.0,7.0,0.168135,17.1879,2.03065,-33.1222,13.1821,291.606,9.66033,0.033128,9.0,5.2,1.0,2.97396,1.70418,0.706265,1.56236,4.0,3630.0,3630.0,Evolved,inst_1058
53,2074,7.0,4.8,2.0,1.81353,0.0,1.0,1.0,10.0,0.0340377,2.59738,0.243287,-2.14576,1.10826,48.0,0.691303,-2.84182,-14.2187,4.34236,0.0,5.0,0.168135,7.21165,1.4901,-17.9868,7.27342,115.18,6.25345,0.0542927,9.0,4.8,1.0,3.01109,1.66328,0.726606,1.47372,4.0,3163.0,3163.0,Evolved,inst_1059
53,2074,7.0,4.8,2.0,1.81353,0.0,1.0,1.0,10.0,0.0340377,2.59738,0.243287,-2.14576,1.10826,48.0,0.691303,-2.84182,-14.2187,4.34236,0.0,5.0,0.168135,7.21165,1.4901,-17.9868,7.27342,115.18,6.25345,0.0542927,9.0,4.8,1.0,3.01109,1.66328,0.726606,1.47372,4.0,3163.0,3163.0,Evolved,inst_1060
43,1930,6.0,4.0,2.0,1.24722,0.0,0.0,2.0,10.0,0.116192,2.69631,-0.0635667,-3.01207,1.74171,40.0,3.04488,-0.881911,-10.9306,3.92563,0.0,6.0,0.168135,17.1879,0.129225,-33.1222,13.0044,97.0279,9.16017,0.0944075,9.0,4.0,1.0,2.98142,1.40278,0.7008,1.45966,4.0,2420.0,2420.0,Evolved,inst_1061
35,1281,6.0,4.6,3.0,1.07497,0.0,0.0,3.0,10.0,0.223813,2.59738,0.152354,-3.01207,1.55789,46.0,2.18436,-1.24641,-11.5029,3.87035,0.0,7.0,0.168135,17.1879,1.15338,-33.1222,12.9924,272.362,9.08268,0.0333478,9.0,4.6,1.0,3.1693,1.56437,0.698741,1.50834,4.0,3017.0,3017.0,Evolved,inst_1062
31,1102,7.0,5.6,4.0,1.07497,0.0,2.0,2.0,10.0,0.178112,2.59738,0.681057,-0.942506,0.726174,56.0,-0.625386,-3.97434,-16.2152,4.71928,0.184,6.0,0.168135,17.1879,5.5221,-0.246793,4.973,52.4808,5.72303,0.10905,9.0,5.6,1.0,3.13404,1.81577,0.789816,1.57093,4.0,4016.0,4016.0,Evolved,inst_1063
35,1281,6.0,4.6,3.0,1.07497,0.0,0.0,3.0,10.0,0.223813,2.59738,0.152354,-3.01207,1.55789,46.0,2.18436,-1.24641,-11.5029,3.87035,0.0,7.0,0.168135,17.1879,1.15338,-33.1222,12.9924,272.362,9.08268,0.0333478,9.0,4.6,1.0,3.1693,1.56437,0.698741,1.50834,4.0,3017.0,3017.0,Evolved,inst_1064
43,1930,6.0,4.0,2.0,1.24722,0.0,0.0,2.0,10.0,0.116192,2.69631,-0.0635667,-3.01207,1.74171,40.0,3.04488,-0.881911,-10.9306,3.92563,0.0,6.0,0.168135,17.1879,0.129225,-33.1222,13.0044,97.0279,9.16017,0.0944075,9.0,4.0,1.0,2.98142,1.40278,0.7008,1.45966,4.0,2420.0,2420.0,Evolved,inst_1065
28,1050,7.0,5.2,3.0,1.22927,0.0,0.0,3.0,10.0,0.224645,2.73414,0.319152,-3.01207,1.56223,52.0,1.1093,-4.90406,-11.5029,4.49581,0.0,7.0,0.168135,17.1879,2.03065,-33.1222,13.1821,291.606,9.66033,0.033128,9.0,5.2,1.0,2.97396,1.70418,0.706265,1.56236,4.0,3630.0,3630.0,Evolved,inst_1066
1,1,7.0,3.6,1.0,2.41293,4.0,3.0,3.0,6.0,0.0422912,2.83708,1.33627,0.0498556,0.659085,36.0,0.420855,-3.80871,-10.7866,3.76002,1.0,3.0,1.02157e-10,12.0482,3.41701,1.01545,3.51724,34.7082,6.95196,0.200297,6.0,3.6,1.0,2.06559,1.48646,0.0,1.22512,4.0,2623.25,1102.0,Evolved,inst_1067
5,5,7.0,4.7,1.0,2.00278,4.0,0.0,1.0,6.0,0.0272077,2.59738,0.250881,-2.14576,1.12107,47.0,1.07394,-2.97731,-5.70772,2.53532,0.0,2.0,0.319355,12.0482,1.87521,-9.4246,5.12002,532.347,6.25314,0.0117464,9.0,4.7,1.0,2.98329,1.67073,0.784085,1.43116,4.0,3057.0,3057.0,Evolved,inst_1068
61,6430,7.0,5.1,4.0,0.875595,0.0,2.0,1.0,10.0,0.166166,2.59738,0.656676,-0.942506,0.741394,51.0,-0.625386,-3.97434,-16.2152,4.71928,0.31,5.0,0.168135,17.1879,5.23905,-0.246793,5.12659,70.7088,5.39954,0.0763631,9.0,5.1,1.0,3.44642,1.68438,0.755869,1.55072,4.0,3490.0,3490.0,Evolved,inst_1069
61,6430,7.0,5.1,4.0,0.875595,0.0,2.0,1.0,10.0,0.166166,2.59738,0.656676,-0.942506,0.741394,51.0,-0.625386,-3.97434,-16.2152,4.71928,0.31,5.0,0.168135,17.1879,5.23905,-0.246793,5.12659,70.7088,5.39954,0.0763631,9.0,5.1,1.0,3.44642,1.68438,0.755869,1.55072,4.0,3490.0,3490.0,Evolved,inst_1070
154,7481,7.0,5.1,3.0,1.1005,0.0,0.0,2.0,10.0,0.186694,2.59738,0.101014,-3.01207,1.44719,51.0,1.98798,-1.15537,-12.6153,4.26744,0.0,6.0,0.168135,17.1879,1.02902,-33.1222,12.9824,160.957,8.99693,0.0558964,9.0,5.1,1.0,3.44642,1.7197,0.764308,1.51344,4.0,3411.0,3411.0,Evolved,inst_1071
154,7481,7.0,5.1,3.0,1.1005,0.0,0.0,2.0,10.0,0.186694,2.59738,0.101014,-3.01207,1.44719,51.0,1.98798,-1.15537,-12.6153,4.26744,0.0,6.0,0.168135,17.1879,1.02902,-33.1222,12.9824,160.957,8.99693,0.0558964,9.0,5.1,1.0,3.44642,1.7197,0.764308,1.51344,4.0,3411.0,3411.0,Evolved,inst_1072
6,19,8.0,5.7,3.0,1.63639,4.0,1.0,2.0,6.0,2.45311e-309,1.76781,-0.473434,-2.9511,1.55444,57.0,14.8327,7.12694,-1.86171,4.40194,0.127,3.0,0.387063,6.87893,1.45826,-2.57781,3.38276,290.237,10.7236,0.0369476,9.0,5.7,1.0,3.16403,1.89987,0.843144,1.50698,4.0,3785.0,3785.0,Evolved,inst_1073
1,1,8.0,4.7,2.0,2.26323,4.0,0.0,0.0,6.0,0.0520257,2.83708,0.700056,-2.76183,1.31328,47.0,0.0942792,-3.96515,-10.8403,3.50332,1.0,0.0,0.0,12.4593,2.33065,-11.3819,6.04235,84.7383,8.18792,0.0966259,9.0,4.7,1.0,2.58414,1.6084,0.593746,1.49746,4.0,3079.0,3079.0,Evolved,inst_1074
1,1,7.0,4.3,3.0,1.25167,4.0,0.0,1.0,6.0,0.0513301,2.83708,-0.043183,-2.76183,1.48751,43.0,0.0942792,-3.26877,-8.17315,2.49927,0.0,2.0,0.067757,12.4593,0.467069,-11.3819,6.72914,260.025,8.06506,0.0310164,9.0,4.3,1.0,3.23351,1.48172,0.701671,1.48804,4.0,2548.0,2548.0,Evolved,inst_1075
1,1,8.0,5.0,3.0,1.69967,4.0,0.0,1.0,6.0,0.0520257,2.83708,0.20269,-2.76183,1.49075,50.0,0.0942792,-4.11312,-10.8403,3.42698,0.479,1.0,9.22618e-14,12.4593,0.857369,-11.3819,6.8157,54.4225,8.61943,0.15838,9.0,5.0,1.0,2.90593,1.66776,0.717565,1.53546,4.0,3273.0,3273.0,Evolved,inst_1076
1,1,8.0,4.7,2.0,2.31181,4.0,1.0,1.0,6.0,0.0485409,2.83708,0.71521,-2.76183,1.33807,47.0,-1.45061,-5.19701,-12.202,3.23504,1.0,1.0,6.66781e-11,12.686,2.31213,-11.3819,6.08919,117.664,8.22658,0.0699158,9.0,4.7,1.0,2.49666,1.63943,0.588251,1.46514,4.0,3116.0,3116.0,Evolved,inst_1077
10,16,8.0,5.9,4.0,1.44914,4.0,1.0,2.0,6.0,0.107783,1.76781,0.0737561,-2.9511,1.5767,59.0,12.8834,5.52341,-2.97601,4.10978,0.127,3.0,0.387063,6.85442,2.23115,-2.57781,3.23769,10305.6,10.1555,0.000985434,9.0,5.9,2.0,2.55821,1.8205,1.44397,1.65876,4.0,4271.0,4271.0,Evolved,inst_1078
9,61,7.0,5.7,4.0,1.1595,3.0,0.0,1.0,7.0,0.105764,3.17662,-0.201474,-2.9511,1.53618,57.0,3.86274,-1.4521,-8.04088,3.94049,0.0,5.0,0.628763,7.26402,-1.47793,-13.3555,7.88839,218.518,9.44023,0.0432011,10.0,5.7,2.0,3.12872,1.851,1.57258,1.56368,4.0,3936.0,3936.0,Evolved,inst_1079
5,97,6.0,4.9,3.0,0.994429,3.0,2.0,1.0,7.0,0.0420573,3.96946,0.547715,-2.9511,1.39162,49.0,2.29268,-4.14427,-12.3198,4.29342,0.0,5.0,0.628763,6.1235,1.59731,-11.5254,5.16684,5010.05,7.41046,0.00147912,10.0,4.9,1.0,3.21282,1.59158,0.722765,1.57909,4.0,3074.0,3074.0,Evolved,inst_1080
31,190,6.0,4.6,3.0,0.966092,2.0,0.0,1.0,8.0,0.0153778,3.04649,-0.39046,-2.9511,1.59501,46.0,5.89173,0.541161,-4.58358,3.15708,0.0,5.0,0.522372,48.4882,-6.78702,-74.857,41.8465,392.475,9.35431,0.0238342,9.0,4.6,1.0,3.23866,1.5713,0.696444,1.50149,4.0,2975.0,2975.0,Evolved,inst_1081
11,99,7.0,5.6,3.0,1.26491,3.0,2.0,3.0,7.0,0.142983,3.96946,0.487428,-2.9511,1.31209,56.0,2.29268,-4.27413,-12.3198,4.20986,0.0,7.0,0.628763,6.1235,1.5854,-11.5254,5.09369,392.509,7.35151,0.0187295,10.0,5.6,2.0,3.23866,1.77862,1.55944,1.61081,4.0,3785.0,3785.0,Evolved,inst_1082
49,451,7.0,4.8,3.0,1.31656,2.0,0.0,0.0,8.0,0.00664654,3.17662,0.0999115,-2.9511,1.54258,48.0,4.87265,-0.277321,-5.61964,3.73136,0.0,4.0,0.522372,45.3127,-2.47441,-74.857,36.4217,1912.95,8.39348,0.00438772,9.0,4.8,1.0,3.04777,1.59866,0.859936,1.54016,4.0,3151.0,3151.0,Evolved,inst_1083
31,190,6.0,4.6,3.0,0.966092,2.0,0.0,1.0,8.0,0.0153778,3.04649,-0.39046,-2.9511,1.59501,46.0,5.89173,0.541161,-4.58358,3.15708,0.0,5.0,0.522372,48.4882,-6.78702,-74.857,41.8465,392.475,9.35431,0.0238342,9.0,4.6,1.0,3.23866,1.5713,0.696444,1.50149,4.0,2975.0,2975.0,Evolved,inst_1084
10,16,10.0,6.6,3.0,2.36643,4.0,1.0,2.0,6.0,0.110657,1.76781,0.50508,-2.76183,1.35552,66.0,12.8834,5.52341,-2.97601,4.10978,0.127,3.0,0.387063,8.25296,2.75471,-2.57781,3.5202,49.762,10.0077,0.20111,9.0,6.6,3.0,2.22111,2.07871,2.28392,1.57956,4.0,4780.0,4780.0,Evolved,inst_1085
47,431,9.0,5.7,4.0,1.76698,2.0,0.0,2.0,8.0,5.27734e-309,3.17662,-0.467473,-2.9511,1.58448,57.0,6.25446,0.0443383,-4.17097,3.88873,0.0,5.0,0.522372,22.8013,-17.2729,-74.857,35.5158,4009.49,10.6648,0.00265988,9.0,5.7,1.0,3.16403,1.9111,0.919669,1.49342,4.0,3814.0,3814.0,Evolved,inst_1086
195,1124,7.0,4.8,3.0,1.31656,2.0,0.0,2.0,8.0,5.27734e-309,1.76781,-0.328962,-2.9511,1.54953,48.0,6.25446,0.163104,-3.96932,3.76976,0.0,5.0,0.522372,22.8013,-11.6069,-74.857,35.7601,432.302,9.53007,0.0220449,9.0,4.8,1.0,3.32666,1.64555,0.774629,1.4925,4.0,3037.0,3037.0,Evolved,inst_1087
187,1083,8.0,5.5,3.0,1.64992,2.0,0.0,2.0,8.0,5.27734e-309,1.76781,-0.560959,-2.9511,1.5203,55.0,6.25446,0.163104,-3.96932,3.76976,0.0,5.0,0.522372,22.8013,-17.7064,-74.857,35.2431,532.346,10.6155,0.019941,9.0,5.5,1.0,3.40751,1.89048,0.818554,1.45079,4.0,3590.0,3590.0,Evolved,inst_1088
17,173,7.0,5.5,2.0,1.50923,2.0,0.0,1.0,8.0,0.0348106,3.04649,-0.464185,-3.06571,1.66077,55.0,6.10568,0.177336,-4.56579,2.90016,0.0,5.0,0.522372,48.4882,-6.81932,-57.1758,41.2824,2133.18,10.6867,0.00500977,9.0,5.5,1.0,3.06413,1.83658,0.753476,1.51513,4.0,3865.0,3865.0,Evolved,inst_1089
15,125,7.0,5.3,3.0,1.1595,3.0,0.0,3.0,7.0,1.19001e-309,1.76781,-0.331358,-2.9511,1.45293,53.0,4.94392,0.849941,-1.6653,2.19131,0.0,7.0,0.628763,8.22392,-1.61344,-13.3555,7.87783,851.848,9.23601,0.0108423,10.0,5.3,1.0,3.4335,1.77002,0.777312,1.52436,4.0,3451.0,3451.0,Evolved,inst_1090
35,297,9.0,6.4,4.0,1.64655,2.0,0.0,2.0,8.0,5.27734e-309,1.76781,-0.710674,-2.9511,1.4459,64.0,6.77949,0.576145,-3.60444,3.74878,0.0,5.0,0.522372,22.8013,-23.9721,-74.857,37.1894,3644.79,11.4866,0.00315152,10.0,6.4,1.0,3.27278,2.09678,0.92091,1.49108,4.0,4515.0,4515.0,Evolved,inst_1091
47,431,9.0,5.7,4.0,1.76698,2.0,0.0,2.0,8.0,5.27734e-309,3.17662,-0.467473,-2.9511,1.58448,57.0,6.25446,0.0443383,-4.17097,3.88873,0.0,5.0,0.522372,22.8013,-17.2729,-74.857,35.5158,4009.49,10.6648,0.00265988,9.0,5.7,1.0,3.16403,1.9111,0.919669,1.49342,4.0,3814.0,3814.0,Evolved,inst_1092
35,297,9.0,6.4,4.0,1.64655,2.0,0.0,2.0,8.0,5.27734e-309,1.76781,-0.710674,-2.9511,1.4459,64.0,6.77949,0.576145,-3.60444,3.74878,0.0,5.0,0.522372,22.8013,-23.9721,-74.857,37.1894,3644.79,11.4866,0.00315152,10.0,6.4,1.0,3.27278,2.09678,0.92091,1.49108,4.0,4515.0,4515.0,Evolved,inst_1093
195,1124,7.0,4.8,3.0,1.31656,2.0,0.0,2.0,8.0,5.27734e-309,1.76781,-0.328962,-2.9511,1.54953,48.0,6.25446,0.163104,-3.96932,3.76976,0.0,5.0,0.522372,22.8013,-11.6069,-74.857,35.7601,432.302,9.53007,0.0220449,9.0,4.8,1.0,3.32666,1.64555,0.774629,1.4925,4.0,3037.0,3037.0,Evolved,inst_1094
49,451,7.0,4.8,3.0,1.31656,2.0,0.0,0.0,8.0,0.00664654,3.17662,0.0999115,-2.9511,1.54258,48.0,4.87265,-0.277321,-5.61964,3.73136,0.0,4.0,0.522372,45.3127,-2.47441,-74.857,36.4217,1912.95,8.39348,0.00438772,9.0,4.8,1.0,3.04777,1.59866,0.859936,1.54016,4.0,3151.0,3151.0,Evolved,inst_1095
57,825,7.0,5.5,4.0,1.08012,2.0,0.0,1.0,8.0,0.00664654,3.04649,-0.2553,-2.9511,1.48896,55.0,5.39768,0.254485,-4.24889,3.56371,0.0,5.0,0.522372,45.3127,-9.17365,-74.857,40.8476,755.998,9.31745,0.0123247,10.0,5.5,1.0,3.37474,1.8095,0.864309,1.54577,4.0,3674.0,3674.0,Evolved,inst_1096
3,33,8.0,5.9,5.0,0.994429,3.0,0.0,3.0,7.0,1.19001e-309,1.76781,-0.384165,-2.9511,1.30462,59.0,6.43827,0.64283,-3.75841,3.14581,0.0,7.0,0.628763,5.66144,-2.37255,-13.3555,7.16346,182.812,8.99953,0.0492282,10.0,5.9,1.0,3.60401,1.97247,0.842262,1.48456,4.0,3903.0,3903.0,Evolved,inst_1097
57,825,7.0,5.5,4.0,1.08012,2.0,0.0,1.0,8.0,0.00664654,3.04649,-0.2553,-2.9511,1.48896,55.0,5.39768,0.254485,-4.24889,3.56371,0.0,5.0,0.522372,45.3127,-9.17365,-74.857,40.8476,755.998,9.31745,0.0123247,10.0,5.5,1.0,3.37474,1.8095,0.864309,1.54577,4.0,3674.0,3674.0,Evolved,inst_1098
1,1,7.0,3.6,1.0,2.41293,4.0,3.0,3.0,6.0,0.0422912,2.83708,1.33627,0.0498556,0.659085,36.0,0.420855,-3.80871,-10.7866,3.76002,1.0,3.0,1.02157e-10,12.0482,3.41701,1.01545,3.51724,34.7082,6.95196,0.200297,6.0,3.6,1.0,2.06559,1.48646,0.0,1.22512,4.0,2623.25,1102.0,Evolved,inst_1099
187,1083,8.0,5.5,3.0,1.64992,2.0,0.0,2.0,8.0,5.27734e-309,1.76781,-0.560959,-2.9511,1.5203,55.0,6.25446,0.163104,-3.96932,3.76976,0.0,5.0,0.522372,22.8013,-17.7064,-74.857,35.2431,532.346,10.6155,0.019941,9.0,5.5,1.0,3.40751,1.89048,0.818554,1.45079,4.0,3590.0,3590.0,Evolved,inst_1100
201,1126,7.0,4.7,3.0,1.49443,2.0,0.0,2.0,8.0,5.27734e-309,1.76781,-0.353207,-2.9511,1.55643,47.0,6.25446,0.163104,-3.96932,3.76976,0.0,5.0,0.522372,22.8013,-13.3676,-74.857,34.5224,963.471,9.52558,0.00988674,9.0,4.7,1.0,3.4335,1.65919,0.763932,1.44386,4.0,2836.0,2836.0,Evolved,inst_1101
201,1126,7.0,4.7,3.0,1.49443,2.0,0.0,2.0,8.0,5.27734e-309,1.76781,-0.353207,-2.9511,1.55643,47.0,6.25446,0.163104,-3.96932,3.76976,0.0,5.0,0.522372,22.8013,-13.3676,-74.857,34.5224,963.471,9.52558,0.00988674,9.0,4.7,1.0,3.4335,1.65919,0.763932,1.44386,4.0,2836.0,2836.0,Evolved,inst_1102
349,2407,6.0,3.6,1.0,1.64655,1.0,6.0,0.0,9.0,1.04561e-13,2.83708,1.40809,-0.977103,0.777189,36.0,-0.31722,-6.08294,-11.5608,3.65064,0.11,6.0,2.19042,22.0555,7.67434,0.0,7.40298,65.4531,7.84908,0.119919,8.0,3.6,1.0,2.79682,1.37152,0.350686,1.34647,4.0,1768.0,1768.0,Evolved,inst_1103
3139,3079,6.0,3.9,1.0,1.44914,1.0,5.0,0.0,9.0,1.03724e-13,2.83708,1.41618,-0.977103,0.823629,39.0,0.566061,-9.40791,-15.6012,4.94241,0.089,5.0,1.27603,22.0555,8.41921,0.0,8.65025,49.2602,9.00782,0.182862,8.0,3.9,1.0,3.21282,1.5607,0.264325,1.25937,4.0,2057.0,2057.0,Evolved,inst_1104
3507,3217,7.0,4.7,3.0,1.05935,1.0,2.0,0.0,9.0,4.59043e-14,2.83708,1.04068,-0.793242,0.935308,47.0,2.86991,-8.3424,-14.7682,5.07826,0.059,6.0,1.73412,22.0555,7.74375,-0.508909,9.01097,262.291,8.6971,0.0331582,8.0,4.7,1.0,3.05687,1.70421,0.416743,1.39315,4.0,3133.0,3133.0,Evolved,inst_1105
4100,3923,8.0,5.1,3.0,1.59513,1.0,3.0,0.0,9.0,1.89859e-05,2.83708,1.07391,-0.47914,0.874968,51.0,1.98663,-8.99465,-16.5248,5.28045,0.019,8.0,2.26042,22.0555,8.62536,-0.508909,8.5906,528.002,8.88581,0.0168291,8.0,5.1,2.0,2.64365,1.74117,0.985659,1.48994,4.0,3387.0,3387.0,Evolved,inst_1106
1062,12455,7.0,4.2,1.0,2.14994,1.0,3.0,1.0,9.0,2.9264e-320,2.59738,0.770021,-0.906209,0.78972,42.0,0.428189,-4.11519,-9.43689,2.99255,0.01,7.0,2.0308,8.81585,4.1705,-0.508909,3.81243,51.6506,5.66278,0.109636,8.0,4.2,1.0,2.57337,1.55232,0.655631,1.38231,4.0,2511.0,2511.0,Evolved,inst_1107
6177,5932,6.0,4.0,3.0,0.942809,1.0,5.0,0.0,9.0,9.79152e-14,2.83708,1.20938,-0.977103,0.927187,40.0,2.79824,-8.2986,-14.7466,5.02627,0.059,6.0,1.89404,22.0555,7.79465,0.0,8.96047,81.1045,8.705,0.107331,8.0,4.0,1.0,3.01846,1.54712,0.199506,1.31381,4.0,2220.0,2220.0,Evolved,inst_1108
6177,5932,6.0,4.0,3.0,0.942809,1.0,5.0,0.0,9.0,9.79152e-14,2.83708,1.20938,-0.977103,0.927187,40.0,2.79824,-8.2986,-14.7466,5.02627,0.059,6.0,1.89404,22.0555,7.79465,0.0,8.96047,81.1045,8.705,0.107331,8.0,4.0,1.0,3.01846,1.54712,0.199506,1.31381,4.0,2220.0,2220.0,Evolved,inst_1109
9700,9687,5.0,3.5,1.0,1.17851,1.0,4.0,1.0,9.0,1.07861e-312,2.30614,1.18063,-0.977103,0.985187,35.0,2.79824,-7.11907,-10.4327,4.62877,0.119,6.0,1.60726,22.0555,6.57452,-1.2506,9.43186,210662.0,8.59874,4.08177e-05,8.0,3.5,1.0,3.17105,1.47817,0.244955,1.19343,4.0,1280.0,1280.0,Evolved,inst_1110
4495,4007,7.0,4.6,3.0,1.17379,1.0,5.0,1.0,9.0,1.07861e-312,2.23102,0.915446,-0.977103,0.839525,46.0,0.532097,-7.59774,-11.7036,4.17585,0.071,7.0,2.1063,19.7465,6.26643,-0.276614,7.43544,151.824,7.29919,0.0480766,8.0,4.6,1.0,2.59058,1.53111,0.709899,1.54043,4.0,3073.0,3073.0,Evolved,inst_1111
9184,9284,7.0,4.8,3.0,1.47573,1.0,3.0,0.0,9.0,3.6e-321,2.23102,0.863854,-0.906209,0.843517,48.0,0.56283,-7.64153,-11.7252,4.23849,0.004,7.0,2.27184,19.7465,6.09414,-0.508909,7.56512,119.021,7.29705,0.061309,8.0,4.8,1.0,2.93636,1.61562,0.744143,1.52325,4.0,3228.0,3228.0,Evolved,inst_1112
2686,2455,5.0,3.9,1.0,1.19722,1.0,4.0,1.0,9.0,4.12e-321,2.73414,1.32227,-0.977103,0.922219,39.0,2.79824,-7.11906,-10.4326,4.62877,0.043,6.0,1.37593,22.0555,7.73114,-1.2506,9.38964,95.0916,9.13803,0.0960971,8.0,3.9,1.0,3.21282,1.56292,0.338112,1.25675,4.0,2225.0,2225.0,Evolved,inst_1113
7056,7150,8.0,5.3,3.0,1.76698,1.0,3.0,0.0,9.0,3.328e-320,2.73414,0.975697,-0.729118,0.849511,53.0,0.56283,-7.64153,-11.7252,4.23849,0.004,7.0,2.27184,19.7465,7.25078,-0.508909,7.59414,2002.15,8.00675,0.00399907,8.0,5.3,1.0,2.62679,1.76647,0.828655,1.52826,4.0,3733.0,3733.0,Evolved,inst_1114
7497,7958,7.0,4.6,2.0,1.57762,1.0,5.0,0.0,9.0,3.328e-320,2.73414,1.1125,-0.977103,0.842458,46.0,0.532097,-7.59773,-11.7036,4.17584,0.253,6.0,1.82812,19.7465,7.30168,-0.276614,7.53786,226.964,8.01196,0.0353006,8.0,4.6,1.0,2.75681,1.61926,0.677627,1.45228,4.0,3131.0,3131.0,Evolved,inst_1115
2686,2455,5.0,3.9,1.0,1.19722,1.0,4.0,1.0,9.0,4.12e-321,2.73414,1.32227,-0.977103,0.922219,39.0,2.79824,-7.11906,-10.4326,4.62877,0.043,6.0,1.37593,22.0555,7.73114,-1.2506,9.38964,95.0916,9.13803,0.0960971,8.0,3.9,1.0,3.21282,1.56292,0.338112,1.25675,4.0,2225.0,2225.0,Evolved,inst_1116
5270,5188,7.0,4.6,3.0,1.17379,1.0,3.0,0.0,9.0,8.65123e-13,2.83708,1.1058,-0.793242,0.920817,46.0,2.69282,-8.61218,-14.7682,5.20321,0.017,7.0,1.62456,22.0555,7.74042,-0.508909,9.01414,543955.0,8.7274,1.60443e-05,8.0,4.6,1.0,3.13404,1.64688,0.466785,1.42246,4.0,2966.0,2966.0,Evolved,inst_1117
570,813,6.0,3.7,1.0,1.63639,1.0,2.0,1.0,9.0,1.07861e-312,2.17821,0.719483,-0.906209,0.896061,37.0,2.29069,-5.88452,-9.50516,3.886,0.0,7.0,1.34799,19.7465,4.07205,-1.2506,6.53496,162874.0,6.00196,3.68504e-05,8.0,3.7,1.0,2.83039,1.41677,0.573702,1.33908,4.0,2111.0,2111.0,Evolved,inst_1118
3509,3047,7.0,4.8,3.0,1.54919,1.0,2.0,1.0,9.0,2.614e-321,2.30614,1.01872,-0.741535,0.889101,48.0,1.98663,-7.8151,-10.8249,4.74754,0.005,7.0,2.16849,22.0555,7.52657,-1.2506,9.11906,400.177,8.76427,0.021901,8.0,4.8,1.0,3.01109,1.69333,0.51685,1.44083,4.0,3118.0,3118.0,Evolved,inst_1119
4495,4007,7.0,4.6,3.0,1.17379,1.0,5.0,1.0,9.0,1.07861e-312,2.23102,0.915446,-0.977103,0.839525,46.0,0.532097,-7.59774,-11.7036,4.17585,0.071,7.0,2.1063,19.7465,6.26643,-0.276614,7.43544,151.824,7.29919,0.0480766,8.0,4.6,1.0,2.59058,1.53111,0.709899,1.54043,4.0,3073.0,3073.0,Evolved,inst_1120
8583,9285,6.0,4.5,3.0,1.2693,1.0,2.0,1.0,9.0,3.6e-321,2.23102,0.791277,-0.906209,0.893564,45.0,0.56283,-6.98929,-10.0049,4.00943,0.045,6.0,1.2341,19.7465,5.21256,-0.508909,7.72469,103.73,7.04912,0.0679561,8.0,4.5,1.0,3.17105,1.5902,0.643843,1.44834,4.0,3011.0,3011.0,Evolved,inst_1121
1999,2045,9.0,5.4,3.0,2.06559,1.0,3.0,0.0,9.0,2.01123e-05,2.83708,1.1631,-0.47914,0.825582,54.0,-0.24555,-10.104,-17.3794,5.24802,0.004,8.0,2.26042,22.0555,9.3713,-0.508909,8.06973,623.636,9.18739,0.014732,8.0,5.4,2.0,2.54733,1.78463,1.19321,1.54089,4.0,3632.0,3632.0,Evolved,inst_1122
