algo_fullstrong,algo_pscost,feature_constraint_degree_max,feature_constraint_degree_mean,feature_constraint_degree_min,feature_constraint_degree_stdev,feature_continuous_variables,feature_feasible_round_downs,feature_feasible_round_ups,feature_integer_variables,feature_lattice_flatness,feature_lhs_coefficient_max,feature_lhs_coefficient_mean,feature_lhs_coefficient_min,feature_lhs_coefficient_stdev,feature_nonzeros,feature_objective_max,feature_objective_mean,feature_objective_min,feature_objective_stdev,feature_prob_feasible_rounding,feature_relaxation_integer_violations,feature_relaxation_total_fractionality,feature_rhs_max,feature_rhs_mean,feature_rhs_min,feature_rhs_stdev,feature_svd_condition,feature_svd_largest,feature_svd_smallest,feature_variable_degree_max,feature_variable_degree_mean,feature_variable_degree_min,feature_variable_degree_stdev,feature_vc_adjacency_eigenvalue_stdev,feature_vc_algebraic_connectivity,feature_vc_energy,feature_vc_girth,feature_vc_revised_szeged_index,feature_vc_szeged_index,source,instances
8583,9285,6.0,4.5,3.0,1.2693,1.0,2.0,1.0,9.0,3.6e-321,2.23102,0.791277,-0.906209,0.893564,45.0,0.56283,-6.98929,-10.0049,4.00943,0.045,6.0,1.2341,19.7465,5.21256,-0.508909,7.72469,103.73,7.04912,0.0679561,8.0,4.5,1.0,3.17105,1.5902,0.643843,1.44834,4.0,3011.0,3011.0,Evolved,inst_1123
6517,6073,8.0,5.3,3.0,1.56702,1.0,3.0,0.0,9.0,4.2485e-320,2.30614,1.00141,-0.729118,0.864798,53.0,0.428189,-8.53123,-13.7608,4.78857,0.03,7.0,1.80557,22.0555,7.62063,-0.508909,9.02268,462.321,8.79249,0.0190181,8.0,5.3,1.0,2.86938,1.78114,0.789249,1.512,4.0,3656.0,3656.0,Evolved,inst_1124
5270,5188,7.0,4.6,3.0,1.17379,1.0,3.0,0.0,9.0,8.65123e-13,2.83708,1.1058,-0.793242,0.920817,46.0,2.69282,-8.61218,-14.7682,5.20321,0.017,7.0,1.62456,22.0555,7.74042,-0.508909,9.01414,543955.0,8.7274,1.60443e-05,8.0,4.6,1.0,3.13404,1.64688,0.466785,1.42246,4.0,2966.0,2966.0,Evolved,inst_1125
1,1,7.0,3.6,1.0,2.41293,4.0,3.0,3.0,6.0,0.0422912,2.83708,1.33627,0.0498556,0.659085,36.0,0.420855,-3.80871,-10.7866,3.76002,1.0,3.0,1.02157e-10,12.0482,3.41701,1.01545,3.51724,34.7082,6.95196,0.200297,6.0,3.6,1.0,2.06559,1.48646,0.0,1.22512,4.0,2623.25,1102.0,Evolved,inst_1126
5696,5850,7.0,4.5,2.0,1.64992,1.0,2.0,1.0,9.0,1.07861e-312,2.30614,1.06036,-0.906209,0.907725,45.0,1.98663,-7.81511,-10.8249,4.74755,0.006,8.0,2.26042,22.0555,7.40521,-1.2506,9.2044,108.227,8.76907,0.0810245,8.0,4.5,1.0,3.13581,1.69548,0.674088,1.33006,4.0,2623.0,2623.0,Evolved,inst_1127
7691,7925,6.0,4.2,2.0,1.31656,1.0,1.0,1.0,9.0,1.07861e-312,2.30614,0.996636,-0.906209,0.977544,42.0,2.86991,-7.16286,-10.7545,4.69432,0.0,7.0,1.19048,22.0555,6.52363,-1.2506,9.47256,210970.0,8.59032,4.07181e-05,8.0,4.2,1.0,3.32666,1.643,0.515107,1.27887,4.0,2397.0,2397.0,Evolved,inst_1128
8133,9010,7.0,5.2,3.0,1.22927,1.0,2.0,0.0,9.0,2.355e-320,2.73414,1.04475,-0.793242,0.935886,52.0,0.637431,-7.6092,-11.2556,4.44848,0.021,6.0,1.53483,22.0555,7.77765,-0.508909,9.33957,145.343,9.13107,0.0628241,8.0,5.2,1.0,3.08401,1.81113,0.660692,1.44354,4.0,3742.0,3742.0,Evolved,inst_1129
9959,10345,7.0,4.7,3.0,1.25167,1.0,5.0,0.0,9.0,1.33e-321,2.30614,1.07624,-0.977103,0.8751,47.0,0.532097,-8.21764,-11.918,4.54365,0.08,6.0,1.56418,22.0555,7.67486,-0.276614,8.96986,134.357,8.77088,0.0652802,8.0,4.7,1.0,2.90784,1.64431,0.514009,1.45995,4.0,3172.0,3172.0,Evolved,inst_1130
9959,10345,7.0,4.7,3.0,1.25167,1.0,5.0,0.0,9.0,1.33e-321,2.30614,1.07624,-0.977103,0.8751,47.0,0.532097,-8.21764,-11.918,4.54365,0.08,6.0,1.56418,22.0555,7.67486,-0.276614,8.96986,134.357,8.77088,0.0652802,8.0,4.7,1.0,2.90784,1.64431,0.514009,1.45995,4.0,3172.0,3172.0,Evolved,inst_1131
10807,10819,8.0,5.4,4.0,1.3499,1.0,3.0,0.0,9.0,2.2683e-320,2.30614,0.946667,-0.729118,0.872905,54.0,0.56283,-8.26144,-11.9396,4.61241,0.071,7.0,1.50284,22.0555,7.62397,-0.508909,9.01955,513.026,8.76322,0.0170814,8.0,5.4,1.0,2.75681,1.78674,0.677696,1.53856,4.0,3840.0,3840.0,Evolved,inst_1132
212,214,10.0,7.6,1.0,2.75681,0.0,0.0,2.0,10.0,1.0,-1.08837,-1.597,-2.0929,0.217335,76.0,22.9724,11.6737,5.82878,5.76992,0.243,2.0,0.596451,-25.9277,-49.4788,-70.1601,15.7957,139.916,13.2657,0.0948119,9.0,7.6,3.0,2.06559,2.40583,0.928266,1.44961,4.0,5642.0,5642.0,Random,inst_1420
7,13,9.0,7.7,5.0,1.33749,3.0,4.0,0.0,7.0,0.569942,4.03136,1.97617,0.395647,0.769964,77.0,-24.2858,-32.995,-38.7488,5.19146,0.058,4.0,1.25117,95.3027,68.7136,46.7829,15.6908,238.328,16.583,0.0695807,10.0,7.7,1.0,2.94581,2.45045,0.928294,1.41264,4.0,5799.0,5799.0,Random,inst_1260
2,2,9.0,6.7,1.0,3.0203,2.0,1.0,0.0,8.0,0.441262,2.49698,1.31135,0.228416,0.500037,67.0,23.5838,12.7065,-3.87617,7.95035,0.521,1.0,0.247816,79.2633,62.4677,53.622,8.48632,56.9906,10.6572,0.186999,9.0,6.7,1.0,3.0203,2.40945,0.0,1.08849,4.0,5285.0,4082.0,Random,inst_1402
1,1,6.0,2.7,1.0,2.05751,1.0,0.0,0.0,9.0,1.0,-0.163989,-0.670626,-1.13579,0.229555,27.0,91.1614,83.6184,76.5134,4.24432,1.0,0.0,0.0,64.4753,45.9403,10.9646,16.7445,91.0992,3.14829,0.0345589,5.0,2.7,1.0,1.41814,1.08553,0.0,1.2572,4.0,2008.0,685.0,Random,inst_1435
2,2,5.0,2.5,1.0,1.58114,3.0,0.0,4.0,7.0,1.0,-0.489769,-1.94839,-2.79579,0.499024,25.0,47.1917,35.9536,19.1391,8.86912,0.067,4.0,0.988911,-0.845687,-37.8529,-59.192,19.1454,11.7025,7.87788,0.673178,6.0,2.5,1.0,1.90029,1.05618,0.0,1.20011,4.0,1817.25,428.0,Random,inst_1216
1,1,10.0,8.6,4.0,1.83787,2.0,0.0,0.0,8.0,1.0,1.03227,-0.675562,-2.56996,0.716763,86.0,94.1443,82.5287,71.6379,8.65934,1.0,0.0,0.0,101.643,79.1023,53.4004,15.9493,331.37,6.595,0.0199022,10.0,8.6,5.0,1.7127,2.65181,3.67366,1.38547,4.0,6578.0,6578.0,Random,inst_1439
1,1,2.0,1.2,1.0,0.421637,2.0,0.0,0.0,8.0,0.000375999,1.47709,0.668479,-0.0243175,0.463873,12.0,61.1127,57.2163,52.8221,2.65431,1.0,0.0,0.0,58.0112,42.1085,9.98375,13.3366,807.815,1.49837,0.00185484,2.0,1.2,1.0,0.421637,0.458831,0.0,1.0,4.0,972.0,4.0,Random,inst_1443
1,1,4.0,1.6,1.0,0.966092,6.0,0.0,0.0,4.0,6.49601e-308,3.23282,1.51169,-0.102411,0.930528,16.0,92.6715,83.9976,75.9158,5.72897,1.0,0.0,0.0,64.1373,44.6618,30.744,9.99177,41.1375,4.21292,0.102411,4.0,1.6,1.0,0.966092,0.643118,0.0,1.09867,4.0,1239.0,66.0,Random,inst_1157
1,1,7.0,4.1,1.0,1.79196,1.0,0.0,0.0,9.0,0.516347,2.25806,1.28903,-0.271879,0.567337,41.0,60.5822,54.3405,48.6317,3.83744,1.0,0.0,0.0,64.1855,53.6749,39.6721,6.31493,107.769,6.56269,0.0608958,8.0,4.1,1.0,2.68535,1.41661,0.70284,1.48106,4.0,2516.0,2516.0,Random,inst_1164
1,1,10.0,8.5,5.0,1.64992,0.0,0.0,0.0,10.0,0.622034,2.37911,1.42035,0.341292,0.466674,85.0,50.9824,41.5579,32.7936,5.01351,1.0,0.0,0.0,14.0579,12.167,10.188,1.3956,149.573,12.6519,0.084587,10.0,8.5,4.0,1.84089,2.63437,3.58658,1.38098,4.0,6497.0,6497.0,Random,inst_1467
1,1,9.0,5.8,1.0,3.3928,0.0,0.0,0.0,10.0,0.132502,2.87271,1.78187,1.01336,0.346775,58.0,12.4834,8.30134,1.39533,3.56029,1.0,0.0,0.0,125.111,94.5553,23.6778,35.9079,61.6635,12.9226,0.209566,7.0,5.8,2.0,1.8738,2.13647,0.0,1.20984,4.0,4467.5,2920.0,Random,inst_1299
1,1,8.0,4.7,1.0,2.58414,3.0,0.0,2.0,7.0,1.0,-1.49745,-1.69442,-1.87899,0.0910617,47.0,12.4132,10.9106,9.29507,1.1193,0.243,2.0,0.921976,-34.7864,-95.4456,-132.355,28.8356,90.0461,10.2652,0.113999,10.0,4.7,1.0,2.98329,1.68595,0.573335,1.41411,4.0,3014.0,3014.0,Random,inst_1369
22,22,10.0,9.7,8.0,0.674949,0.0,0.0,1.0,10.0,1.0,-0.977053,-1.26286,-1.63023,0.121303,97.0,67.8907,52.6123,30.6276,10.3184,0.479,1.0,0.291637,24.6523,10.2434,-1.81957,7.8586,748.71,12.3094,0.0164409,10.0,9.7,9.0,0.483046,2.95485,7.25906,1.18549,4.0,7797.0,7797.0,Random,inst_1311
1,1,8.0,5.2,1.0,2.48551,0.0,0.0,0.0,10.0,1.0,-0.380614,-1.88559,-3.87836,0.592531,52.0,79.6672,63.7994,51.6615,9.1334,1.0,0.0,0.0,107.344,66.1301,32.9551,20.947,89.1464,12.7047,0.142515,8.0,5.2,1.0,2.93636,1.8331,0.584393,1.41695,4.0,3459.0,3459.0,Random,inst_1456
1,1,8.0,3.0,1.0,2.94392,4.0,0.0,0.0,6.0,0.136338,1.88015,1.38292,1.03313,0.178807,30.0,75.673,56.0755,38.8722,10.2011,1.0,0.0,0.0,16.3917,8.82401,2.69837,5.04883,24.6947,6.41573,0.259802,4.0,3.0,1.0,1.05409,1.31333,0.0,1.16679,4.0,1962.75,674.0,Random,inst_1268
1,1,7.0,4.2,2.0,1.93218,0.0,0.0,0.0,10.0,0.211416,2.82917,0.676313,-1.00195,0.925273,42.0,77.1965,71.5008,63.1423,4.76073,1.0,0.0,0.0,101.621,96.3515,89.691,4.33786,136.207,4.71698,0.0346309,8.0,4.2,1.0,2.93636,1.4639,0.767648,1.4711,4.0,2479.0,2479.0,Random,inst_1163
1,1,3.0,1.8,1.0,0.788811,2.0,0.0,0.0,8.0,0.267396,2.16807,0.930127,0.160953,0.508124,18.0,91.2201,84.8067,76.2965,4.08722,1.0,0.0,0.0,57.6843,44.97,25.4846,12.0019,5.56209,3.32977,0.598655,5.0,1.8,1.0,1.68655,0.869406,0.0,1.04016,4.0,1386.5,76.0,Random,inst_1318
31,21,7.0,2.9,1.0,2.28279,1.0,0.0,5.0,9.0,1.0,-0.809017,-1.90631,-3.2441,0.547974,29.0,50.0942,47.1245,44.3073,1.73178,0.08,5.0,0.900797,-23.3586,-56.1015,-89.8625,18.829,43.0924,8.75544,0.203178,5.0,2.9,1.0,1.66333,1.22941,0.0,1.21001,4.0,2170.25,578.0,Random,inst_1503
1,1,7.0,2.0,1.0,2.16025,4.0,0.0,0.0,6.0,1.0,-0.813365,-1.25223,-1.95768,0.257548,20.0,85.123,58.7782,35.6267,12.7588,1.0,0.0,0.0,47.8088,30.9069,12.9346,11.0582,5.94183,4.34272,0.730872,3.0,2.0,1.0,0.666667,1.04978,0.0,0.976248,4.0,1524.0,116.0,Random,inst_1137
5,5,8.0,6.6,1.0,2.95146,2.0,3.0,0.0,8.0,0.525248,1.53354,1.13058,0.795757,0.166675,66.0,-48.7789,-52.3553,-55.8095,2.23257,0.114,3.0,0.728701,25.8823,23.7497,20.4984,1.87333,5124.47,9.07043,0.00177002,8.0,6.6,1.0,2.95146,2.42791,0.0,1.0,4.0,5346.0,3136.0,Random,inst_1180
1,1,10.0,6.7,2.0,2.94581,2.0,0.0,0.0,8.0,0.64563,1.87063,1.12798,0.648002,0.278827,67.0,97.3759,73.6289,59.4432,11.2908,1.0,0.0,0.0,113.433,100.079,91.6904,7.2445,152.109,8.39648,0.0552005,9.0,6.7,4.0,1.88856,2.05996,1.8097,1.63362,4.0,4761.0,4761.0,Random,inst_1289
1,1,8.0,6.6,3.0,1.50555,6.0,0.0,0.0,4.0,0.637737,0.922548,0.644344,0.389947,0.131263,66.0,98.6964,96.5288,94.4259,1.54853,1.0,0.0,0.0,47.0541,26.9878,14.6679,11.6834,58.8451,4.89773,0.083231,10.0,6.6,1.0,3.56526,2.15609,0.859945,1.47774,4.0,4676.0,4676.0,Random,inst_1282
124,159,9.0,6.1,1.0,3.28126,1.0,0.0,2.0,9.0,1.0,0.608051,-0.39606,-1.24091,0.422524,61.0,89.9151,83.6254,76.2785,5.37849,0.134,6.0,1.45342,-36.8388,-64.2919,-107.312,22.1394,1154.26,3.04363,0.00263686,8.0,6.1,3.0,1.66333,2.05909,0.593758,1.4395,4.0,4363.0,4363.0,Random,inst_1195
7,7,9.0,4.3,1.0,3.52924,1.0,0.0,1.0,9.0,1.0,-1.50412,-2.03128,-2.52909,0.304324,43.0,102.619,89.1217,81.0626,8.16654,0.479,1.0,0.0200001,2.98808,-0.432177,-3.19963,2.03925,50.1869,12.0191,0.239486,6.0,4.3,2.0,1.49443,1.68779,0.3415,1.26245,4.0,2731.0,2731.0,Random,inst_1485
1,1,9.0,5.2,1.0,2.61619,4.0,0.0,0.0,6.0,1.0,-1.11922,-1.6007,-2.06872,0.220121,52.0,74.971,72.2097,67.1641,2.65123,1.0,0.0,0.0,89.2221,71.3005,40.2434,15.6401,94.4244,9.74804,0.103236,8.0,5.2,1.0,1.98886,1.67011,0.758095,1.59693,4.0,3525.0,3525.0,Random,inst_1388
3,3,8.0,4.9,1.0,2.60128,4.0,2.0,0.0,6.0,0.254087,1.54286,0.835619,0.148086,0.301936,49.0,1.82209,-16.5768,-27.0169,10.4218,0.258,2.0,0.500252,130.539,101.602,42.4822,25.4522,50.3078,5.22889,0.103938,9.0,4.9,1.0,2.42441,1.64429,0.0,1.52692,4.0,3556.0,2659.0,Random,inst_1373
1,1,5.0,2.9,1.0,2.02485,1.0,0.0,0.0,9.0,1.75857e-307,0.950176,-0.280471,-1.78387,0.773805,29.0,14.9724,9.82739,7.48418,2.53085,1.0,0.0,0.0,96.5746,44.9064,9.88372,28.6819,4.49907,2.53492,0.563431,5.0,2.9,1.0,2.02485,1.36278,0.0,1.06569,4.0,2341.0,376.0,Random,inst_1371
1,1,9.0,6.7,1.0,3.0203,4.0,0.0,0.0,6.0,0.115687,2.19593,1.34169,0.0348286,0.467928,67.0,104.13,94.1557,84.6508,6.11407,1.0,0.0,0.0,13.9016,7.11589,3.52745,3.02332,1269.61,10.6293,0.00837213,9.0,6.7,1.0,2.62679,2.34295,0.589937,1.21863,4.0,4972.0,4972.0,Random,inst_1383
1,1,10.0,7.1,2.0,2.99815,4.0,0.0,0.0,6.0,0.0914055,4.76248,1.80449,0.327091,0.894025,71.0,36.3548,22.7156,1.89674,10.0969,1.0,0.0,0.0,13.1096,7.77593,1.40074,3.44908,27.2715,15.1403,0.55517,9.0,7.1,5.0,1.59513,2.16526,1.83006,1.62667,4.0,5183.0,5183.0,Random,inst_1251
1,1,8.0,5.4,1.0,2.59058,4.0,0.0,0.0,6.0,1.0,0.303833,-0.35247,-0.735635,0.229104,54.0,47.8471,40.0708,34.3332,4.15409,1.0,0.0,0.0,79.6598,63.107,36.1151,14.2404,44.0943,2.4117,0.0546941,8.0,5.4,2.0,2.01108,1.74718,0.791624,1.58114,4.0,3763.0,3763.0,Random,inst_1362
1,1,8.0,3.7,1.0,2.71006,6.0,0.0,2.0,4.0,1.0,-0.0723448,-1.95049,-3.45008,0.66469,37.0,35.5169,25.3871,14.4017,5.58918,0.243,2.0,0.497513,0.732439,-17.8842,-52.3362,17.3609,41.2597,10.5581,0.255895,7.0,3.7,1.0,2.16282,1.41836,0.0,1.33748,4.0,2651.0,1369.0,Random,inst_1397
3,3,8.0,5.5,2.0,2.01384,6.0,2.0,0.0,4.0,0.160699,0.607699,0.395832,0.157759,0.128407,55.0,-35.0944,-43.1343,-50.5178,4.47287,0.258,2.0,0.768568,142.818,89.297,45.8734,30.5254,34.3592,2.78763,0.0811321,9.0,5.5,1.0,3.24037,1.95327,0.0,1.36949,4.0,4057.25,2584.0,Random,inst_1460
1,1,6.0,2.0,1.0,2.10819,0.0,0.0,0.0,10.0,4.65137e-306,0.102185,-0.58616,-1.55736,0.375456,20.0,44.9881,34.387,20.3847,8.16351,1.0,0.0,0.0,137.64,87.5629,52.3,27.8007,18.9631,1.93774,0.102185,3.0,2.0,1.0,0.816497,0.926069,0.0,1.0887,4.0,1350.0,342.0,Random,inst_1300
18,18,7.0,5.2,1.0,2.89828,1.0,0.0,2.0,9.0,3.32248e-307,0.906001,-0.385936,-1.98392,0.666564,52.0,78.5504,73.303,65.5461,4.10748,0.243,2.0,0.573011,32.4767,17.8137,-14.2971,16.5195,19.3019,4.2126,0.218247,7.0,5.2,1.0,2.89828,2.10263,0.0,1.0,4.0,4212.0,1764.0,Random,inst_1189
1,1,3.0,1.2,1.0,0.632456,8.0,0.0,1.0,2.0,1.0,-0.166947,-0.410069,-0.709718,0.15788,12.0,74.4049,63.1543,55.0528,5.1206,0.479,1.0,0.297373,10.2283,-2.76575,-12.1944,7.05258,4.11236,0.882798,0.214669,2.0,1.2,1.0,0.421637,0.337298,0.0,1.04495,0.0,958.0,6.0,Random,inst_1273
1,1,8.0,5.2,2.0,1.81353,4.0,0.0,0.0,6.0,1.0,0.598595,-0.239331,-1.09762,0.322628,52.0,30.1167,24.1242,20.3237,3.24064,1.0,0.0,0.0,59.9618,40.5515,20.56,12.4798,8841.97,1.8407,0.000208178,9.0,5.2,1.0,3.45768,1.84476,0.702037,1.4025,4.0,3525.0,3525.0,Random,inst_1179
3,5,4.0,2.1,1.0,1.1005,1.0,7.0,0.0,9.0,0.0966211,1.39752,0.370724,-0.0922761,0.36037,21.0,-34.6866,-45.2323,-53.159,6.86683,0.007,7.0,1.38192,130.666,89.9281,21.2607,31.7131,8.97299,1.80898,0.201602,5.0,2.1,1.0,1.59513,0.915974,0.0,1.14146,4.0,1674.75,158.0,Random,inst_1345
1,1,6.0,2.5,1.0,1.71594,4.0,0.0,1.0,6.0,1.0,-1.11661,-1.51208,-2.12139,0.234302,25.0,39.5118,26.7885,15.7613,7.3504,0.479,1.0,0.165723,17.4373,-7.30045,-23.7461,13.3425,10.2849,5.70407,0.554606,6.0,2.5,1.0,1.71594,0.928801,0.0,1.29633,4.0,1594.0,696.0,Random,inst_1254
2,9,8.0,3.1,1.0,3.03498,1.0,4.0,0.0,9.0,0.0758699,3.06574,1.48718,-0.0091252,0.691134,31.0,8.30641,0.999073,-7.00785,5.62259,0.058,4.0,1.24267,73.9591,45.3053,9.87775,19.7779,14.3158,6.96927,0.486824,4.0,3.1,1.0,1.28668,1.30376,0.0,1.21869,4.0,1774.0,1183.0,Random,inst_1411
1,1,7.0,4.2,2.0,1.68655,3.0,0.0,2.0,7.0,1.0,-1.0119,-1.65814,-2.2703,0.329897,42.0,39.4977,27.5887,16.3138,6.8525,0.243,2.0,0.548033,-16.9627,-62.4545,-83.1123,18.2878,11.0061,8.93256,0.811603,9.0,4.2,1.0,3.29309,1.45768,0.764506,1.47696,4.0,2402.0,2402.0,Random,inst_1486
13,13,9.0,5.6,1.0,3.23866,3.0,1.0,0.0,7.0,0.367278,3.81971,1.84439,0.121077,0.706896,56.0,-63.2932,-70.2587,-77.8042,5.14884,0.521,1.0,0.308408,47.478,45.9201,43.5405,1.40756,36.4885,13.1357,0.359997,10.0,5.6,2.0,2.75681,1.98107,0.861799,1.36806,4.0,3728.0,3728.0,Random,inst_1401
1,1,7.0,3.2,1.0,2.4404,1.0,0.0,0.0,9.0,0.278282,2.72255,1.59443,0.67002,0.469912,32.0,66.3604,65.1389,63.5682,1.0412,1.0,0.0,0.0,114.769,79.8622,52.4748,19.7947,24.7879,7.50373,0.302717,6.0,3.2,1.0,1.75119,1.23824,0.0,1.32038,4.0,2165.0,1043.0,Random,inst_1384
69,97,9.0,6.7,1.0,3.40098,2.0,0.0,2.0,8.0,1.0,0.467177,-1.60616,-3.51837,0.843665,67.0,26.1771,16.2763,9.79073,5.92369,0.252,4.0,0.898858,-52.2814,-63.0761,-73.8112,6.37893,23.949,12.617,0.526828,10.0,6.7,2.0,2.11082,2.30367,0.878293,1.28781,4.0,4820.0,4820.0,Random,inst_1425
5,13,6.0,2.2,1.0,1.98886,1.0,5.0,0.0,9.0,0.255866,2.50105,1.35232,0.249279,0.5859,22.0,-30.4761,-33.246,-37.0537,2.05865,0.03,5.0,1.01164,40.7447,26.2361,15.2867,8.50127,10.1215,4.6449,0.458913,4.0,2.2,1.0,1.0328,0.982429,0.0,1.13274,4.0,1416.75,438.0,Random,inst_1455
11,13,8.0,2.2,1.0,2.39444,3.0,0.0,3.0,7.0,1.0,0.372491,-1.9033,-3.33057,0.823995,22.0,98.9206,92.9052,82.6082,4.98773,0.112,3.0,0.415638,-31.4039,-34.9313,-37.0427,1.97455,9.45342,7.84822,0.830199,3.0,2.2,1.0,0.632456,0.996426,0.0,1.12106,4.0,1436.0,303.0,Random,inst_1158
1,1,8.0,3.6,1.0,2.54733,1.0,0.0,0.0,9.0,0.343396,1.74229,1.34136,0.889592,0.22745,36.0,52.9076,42.7564,34.3325,5.38016,1.0,0.0,0.0,85.7243,60.9341,27.0363,17.6156,13.0862,6.34392,0.484778,7.0,3.6,1.0,2.01108,1.27047,0.354888,1.43757,4.0,1954.0,1954.0,Random,inst_1257
1,1,8.0,3.0,1.0,3.23179,0.0,0.0,0.0,10.0,3.93805e-307,0.963503,0.085765,-0.464536,0.372349,30.0,65.1603,60.8231,55.1302,3.60298,1.0,0.0,0.0,90.7415,57.7131,21.4531,19.0697,33.0137,1.57453,0.0476932,5.0,3.0,1.0,1.24722,1.27899,0.0,1.20249,4.0,1704.0,1130.0,Random,inst_1479
1,1,9.0,5.6,1.0,2.98887,4.0,0.0,0.0,6.0,0.370436,0.718494,0.316877,-0.160475,0.17888,56.0,95.6098,86.7232,79.1057,5.79039,1.0,0.0,0.0,126.259,88.5108,65.7716,20.4929,26.4779,2.25006,0.0849788,8.0,5.6,1.0,2.41293,1.93485,0.0,1.42953,4.0,4086.0,3070.0,Random,inst_1438
4,8,10.0,8.9,2.0,2.46982,3.0,0.0,2.0,7.0,1.0,-0.712764,-2.01026,-3.41563,0.589769,89.0,38.6434,24.5838,14.5045,7.58788,0.243,2.0,0.551038,15.3276,-5.75034,-32.831,15.8674,110.968,18.7395,0.168873,10.0,8.9,8.0,0.567646,2.75321,1.86603,1.30339,4.0,6999.0,6999.0,Random,inst_1183
1,1,6.0,2.3,1.0,2.16282,1.0,0.0,0.0,9.0,1.0,-0.912171,-1.37649,-1.7828,0.212798,23.0,41.2847,32.6537,27.2676,3.56721,1.0,0.0,0.0,109.208,75.7189,48.0538,16.9357,22.1545,5.15009,0.232463,4.0,2.3,1.0,1.1595,0.980572,0.0,1.17752,4.0,1621.0,478.0,Random,inst_1382
7,7,2.0,1.1,1.0,0.316228,1.0,0.0,4.0,9.0,2.12225e-307,0.0742198,-0.95757,-1.70082,0.53903,11.0,97.4817,81.9913,65.6997,9.19325,0.067,4.0,0.741588,12.8444,-1.2016,-27.7832,12.9548,3.89113,1.70244,0.437518,2.0,1.1,1.0,0.316228,0.375598,0.0,0.982843,0.0,890.0,0.0,Random,inst_1472
4,4,10.0,5.2,1.0,3.32666,3.0,0.0,1.0,7.0,1.0,-1.30219,-1.76278,-2.25109,0.218868,52.0,41.9887,34.6552,29.4669,4.18967,0.479,1.0,0.389745,38.2534,8.05666,-53.9736,32.0297,74.7238,11.0727,0.148182,8.0,5.2,3.0,1.75119,1.72759,0.775798,1.53775,4.0,3377.0,3377.0,Random,inst_1465
3,3,7.0,4.2,1.0,1.93218,5.0,0.0,2.0,5.0,1.0,0.827047,-0.175234,-0.979384,0.367237,42.0,102.83,96.8465,90.1285,3.81214,0.243,2.0,0.136664,-15.0945,-33.1381,-56.5242,13.2067,46.3074,1.63755,0.0353626,8.0,4.2,1.0,3.04777,1.59283,0.0,1.33782,4.0,2989.0,1547.0,Random,inst_1490
1,1,7.0,3.4,1.0,3.09839,0.0,0.0,0.0,10.0,0.150741,1.97787,0.935506,-0.126477,0.433389,34.0,74.7722,69.5678,62.4108,3.48779,1.0,0.0,0.0,79.1085,61.9369,44.8144,10.9037,7.26301,4.83763,0.666065,6.0,3.4,1.0,1.83787,1.46536,0.0,1.16623,4.0,2137.0,1495.0,Random,inst_1285
3,5,10.0,6.3,1.0,2.79086,6.0,2.0,0.0,4.0,0.32903,3.25337,1.62529,0.382287,0.525968,63.0,-76.7651,-90.495,-108.251,8.37184,0.258,2.0,0.137683,78.4737,69.2724,61.5427,5.4625,318.103,11.8093,0.037124,9.0,6.3,3.0,1.82878,1.98073,0.796853,1.60401,4.0,4422.0,4422.0,Random,inst_1477
1,1,8.0,5.2,2.0,1.98886,0.0,0.0,0.0,10.0,0.41733,2.76863,1.56512,0.421777,0.589239,52.0,92.0442,84.0894,72.0818,7.05187,1.0,0.0,0.0,80.8367,73.482,66.814,4.57853,292.581,9.88924,0.0338001,9.0,5.2,1.0,2.89828,1.77716,0.748481,1.48311,4.0,3427.0,3427.0,Random,inst_1367
124,140,10.0,9.5,8.0,0.849837,0.0,0.0,1.0,10.0,1.0,1.73452,-0.370146,-1.89459,0.636791,95.0,82.9148,78.1697,71.9096,3.18936,0.154,5.0,1.12298,19.6282,-35.1674,-88.5085,32.4324,19.6838,4.68374,0.237949,10.0,9.5,8.0,0.707107,2.87537,6.88214,1.28281,4.0,7587.0,7587.0,Random,inst_1249
1,1,10.0,9.0,4.0,2.0,1.0,0.0,0.0,9.0,1.0,0.436557,-1.50103,-3.47215,0.826434,90.0,67.6526,50.5363,39.5325,8.18928,1.0,0.0,0.0,66.7791,47.1373,30.1673,11.7858,51.0285,14.0322,0.274988,10.0,9.0,7.0,1.05409,2.78264,3.71875,1.28221,4.0,6952.0,6952.0,Random,inst_1144
1,1,5.0,2.2,1.0,1.93218,5.0,0.0,0.0,5.0,5.9361e-307,0.778184,-0.171134,-0.87107,0.395853,22.0,83.315,78.0402,73.0526,3.2798,1.0,0.0,0.0,83.0423,72.2933,55.3255,8.10843,34.9227,1.25408,0.0359102,3.0,2.2,1.0,0.918937,1.15112,0.0,0.970141,4.0,1766.0,120.0,Random,inst_1191
36,72,9.0,8.2,1.0,2.52982,1.0,0.0,3.0,9.0,1.0,0.545231,-1.11742,-2.68104,0.789648,82.0,106.857,99.6905,90.5713,5.50913,0.067,4.0,1.38033,-20.7174,-59.8832,-83.4995,19.6759,25.6734,10.5502,0.41094,9.0,8.2,1.0,2.52982,2.75299,0.0,1.0,4.0,6642.0,5184.0,Random,inst_1275
